DigitalOrderItemId,DeliveryPacketId,AffectedItemQuantity,TransactionAmount,BaseCurrencyCode,ClaimCode,FXTransactionAmount,FXCurrencyCode,MonetaryComponentTypeCode,OfferTypeCode
19DA2OJ54GS8TR9V2U1VFR1C70NKAS7EK19ODTEPKBAI0IHJ3E9G,DOBP6KOTF28UJDBDH7SOJPG6MMK37NMN7ARPN4SC7I3NUNJHPLMG,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
19DA2OJ54GS8TR9V2U1VFR1C70NKAS7EK19ODTEPKBAI0IHJ3E9G,DOBP6KOTF28UJDBDH7SOJPG6MMK37NMN7ARPN4SC7I3NUNJHPLMG,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
2V46OBRHPMHHHGF6D6D6NBIJS3F4LGFBS5R74683LVVKSE0MTNR0,A0PA8IABLF6FBPA1MNNOD31EMV3LOQ4RTQUN7NHH680VJ1AG5FE0,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
2V46OBRHPMHHHGF6D6D6NBIJS3F4LGFBS5R74683LVVKSE0MTNR0,A0PA8IABLF6FBPA1MNNOD31EMV3LOQ4RTQUN7NHH680VJ1AG5FE0,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
SQ8ITMK4M0LI0EENE791CA0RP887L9VLHQT9PAB4FU6NT922AH3G,G8OJCR3FVVADTIHJA0QMUGMFDIKUC723FJBLE88263906ENQ65H0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
SQ8ITMK4M0LI0EENE791CA0RP887L9VLHQT9PAB4FU6NT922AH3G,G8OJCR3FVVADTIHJA0QMUGMFDIKUC723FJBLE88263906ENQ65H0,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
IEN6O3DGDN37MOM5P645B0NU8MEGH1OV093U5OBQHHF3OBI4UOS0,OIDCB1ILHMBV6OB92ABQL7L8PL0HIS29EJCTE0UI90OCLAL0V550,1,9.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
IEN6O3DGDN37MOM5P645B0NU8MEGH1OV093U5OBQHHF3OBI4UOS0,OIDCB1ILHMBV6OB92ABQL7L8PL0HIS29EJCTE0UI90OCLAL0V550,1,1.01,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
4IBDBRJ3CLM9OTSOCQEJ6UI8IU8RAB4I98OCPGPDHFN9IIC0QBB0,AI3E8RF93V29D6BESNLGJSF460SN62DBAKGQOFCBIO69M5M4CUP0,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
4IBDBRJ3CLM9OTSOCQEJ6UI8IU8RAB4I98OCPGPDHFN9IIC0QBB0,AI3E8RF93V29D6BESNLGJSF460SN62DBAKGQOFCBIO69M5M4CUP0,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
5K2903IJBA77R2P2M23QE6U789CS7U4EQP54R19C2R0U195G9KEG,9IERO5PSR48LVU77V5OJCESIUH7E3VCNGGR6MKU3P435SHEHSING,1,12.02,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
5K2903IJBA77R2P2M23QE6U789CS7U4EQP54R19C2R0U195G9KEG,9IERO5PSR48LVU77V5OJCESIUH7E3VCNGGR6MKU3P435SHEHSING,1,119.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
7F004KP2LON88TQT62ARPT815TBO8RGHUANCOUUN3F5KAO6VBQLG,2NL58LO5QO7IRNO1AO266IQ3DHRBAMBFQ7FODE528DF41BCN1EG0,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
7F004KP2LON88TQT62ARPT815TBO8RGHUANCOUUN3F5KAO6VBQLG,2NL58LO5QO7IRNO1AO266IQ3DHRBAMBFQ7FODE528DF41BCN1EG0,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
2QF6Q2M9TOCF54O3D84FV98UIVT6PU5FGT4L1P8P5BFMDJNDUK4G,6ET41EAQKD5UV2BE4G2233J56EATQJ4IL0738B4F0HU67JSLB2QG,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
2QF6Q2M9TOCF54O3D84FV98UIVT6PU5FGT4L1P8P5BFMDJNDUK4G,6ET41EAQKD5UV2BE4G2233J56EATQJ4IL0738B4F0HU67JSLB2QG,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
3QSTKKFKNI9PK3PKF0KNNUFPQIH31R9U8Q6H765K9G0MADNQGLKG,TQ69DNIN5F0HPI6V4FG8DVH11L3OSGVOPSERU2C72LQIO2MCCH6G,1,17.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
3QSTKKFKNI9PK3PKF0KNNUFPQIH31R9U8Q6H765K9G0MADNQGLKG,TQ69DNIN5F0HPI6V4FG8DVH11L3OSGVOPSERU2C72LQIO2MCCH6G,1,1.82,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
28OPGE3CFGRF7V9KE1NJ0U5J1DU4BM2I7TLVNIB64CJ4EQKE6KNG,5HLI1KVOBP06QD89BTJ22P9T1GQI2AB7MCJ2HB3EVO25A3M58JN0,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
28OPGE3CFGRF7V9KE1NJ0U5J1DU4BM2I7TLVNIB64CJ4EQKE6KNG,5HLI1KVOBP06QD89BTJ22P9T1GQI2AB7MCJ2HB3EVO25A3M58JN0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
HPN8CFBCQ8DC8D9G4PVTGQSU7MTU33I15635VCL2ELFGP0FRFUI0,0LP8ENRFMHH99I94URGLHVAKIQ7VLUMN0BKELLC3R6LBCC2EUFDG,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
HPN8CFBCQ8DC8D9G4PVTGQSU7MTU33I15635VCL2ELFGP0FRFUI0,0LP8ENRFMHH99I94URGLHVAKIQ7VLUMN0BKELLC3R6LBCC2EUFDG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
T20JSE7A6KUAQOLAMREB7F05NQCK0OBO31VAFD5GM6L1OJNBTDO0,LBRNAVQJP1368KBAC8ILHSHNA7F4EFL3PHAQUH1MUQKCFN87J80G,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
T20JSE7A6KUAQOLAMREB7F05NQCK0OBO31VAFD5GM6L1OJNBTDO0,LBRNAVQJP1368KBAC8ILHSHNA7F4EFL3PHAQUH1MUQKCFN87J80G,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
GVR70L8U2DL4G6P80NIKPI22QMR594JMSROHNPMSJHI81U8E10M0,SD8K3NJBKTGSQ7E4MCM7EL875IO32GG53V460DH58FSSAMHB808G,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
GVR70L8U2DL4G6P80NIKPI22QMR594JMSROHNPMSJHI81U8E10M0,SD8K3NJBKTGSQ7E4MCM7EL875IO32GG53V460DH58FSSAMHB808G,1,59.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
R6QFCKO3V3SF87R0FTH4MOKDNDJ9EKI0IFSV1CU5EJHP3DGU474G,PB3IOPLAOCILR6Q64FL2TUG8LOPP4KTU4JGIT45SA0BGJOF2TRTG,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
R6QFCKO3V3SF87R0FTH4MOKDNDJ9EKI0IFSV1CU5EJHP3DGU474G,PB3IOPLAOCILR6Q64FL2TUG8LOPP4KTU4JGIT45SA0BGJOF2TRTG,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
SF2SMIDBG5FN6S2E2UCFDQ4DR9VN68FAKHOK4NT8H0O4KGM3EA6G,770DF9H4SIJDFL4EQIV4UIR91KMPNHM94B4MBJ1QN5OED7VB1TTG,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
SF2SMIDBG5FN6S2E2UCFDQ4DR9VN68FAKHOK4NT8H0O4KGM3EA6G,770DF9H4SIJDFL4EQIV4UIR91KMPNHM94B4MBJ1QN5OED7VB1TTG,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
0H9PQRA3MGA44R25HPMHFI5G2DHUKA4SV5E8V9IH8D91PG1VOK0G,E1A9O68VA7H4GANFMV58DVQNF32VIS7DUG18EUDKQTSG37H813QG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
0H9PQRA3MGA44R25HPMHFI5G2DHUKA4SV5E8V9IH8D91PG1VOK0G,E1A9O68VA7H4GANFMV58DVQNF32VIS7DUG18EUDKQTSG37H813QG,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
JE6JO9JD9718JRSGE0DFOENPVLGA7KJB9HK7F9KKNHMUF70LBBK0,B1HO711G87K4ONIBO6JTNCBVH82VB4IA1SL9D57MCKDINCF45FP0,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
JE6JO9JD9718JRSGE0DFOENPVLGA7KJB9HK7F9KKNHMUF70LBBK0,B1HO711G87K4ONIBO6JTNCBVH82VB4IA1SL9D57MCKDINCF45FP0,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
2HMNR1K16VE6BA3QU55S7LOOIT9B1V1ERAJ24HSV98D57UUHV2I0,R2D0JSCM8G9D39UJODQ7T35TR9B1SRR4G308EL9GLNKOVD2V7620,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
2HMNR1K16VE6BA3QU55S7LOOIT9B1V1ERAJ24HSV98D57UUHV2I0,R2D0JSCM8G9D39UJODQ7T35TR9B1SRR4G308EL9GLNKOVD2V7620,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
C6PD9KATP960SNM4074NEVK6OH2A823RDIIKS752PKOOV9N98QR0,77N0NR77C0JNNUQAAF0KDS7OEBU0MMB4V0UTNET97LGH6UQCEN9G,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
C6PD9KATP960SNM4074NEVK6OH2A823RDIIKS752PKOOV9N98QR0,77N0NR77C0JNNUQAAF0KDS7OEBU0MMB4V0UTNET97LGH6UQCEN9G,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
V6BEPBV1PBL27SGHB5GPKOCL0DQ0EHVM5MCTS0Q0N755OVDND34G,RE6UD3S436R2D50NB2G4GN58AJQ2RCGCEBSL7OQEU2CUP0V4QCTG,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
V6BEPBV1PBL27SGHB5GPKOCL0DQ0EHVM5MCTS0Q0N755OVDND34G,RE6UD3S436R2D50NB2G4GN58AJQ2RCGCEBSL7OQEU2CUP0V4QCTG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
TV3KAAV73REPEM6BEM0Q8J7HAM03JUMUQIN9AO6951MG8G5BH47G,AB0Q6MJP74RO03A5AMGLQI67O3V4SG80ENCLVTV2BRNCSIS7L450,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
TV3KAAV73REPEM6BEM0Q8J7HAM03JUMUQIN9AO6951MG8G5BH47G,AB0Q6MJP74RO03A5AMGLQI67O3V4SG80ENCLVTV2BRNCSIS7L450,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
LQ82ARQ6B5E1G7ED7GQN5ES0GO41H7SPFBO66H57OFBLMHBON31G,UL5BPMTVV4APHHFTKOPKPKR743RMJIF85FTLBSP8MQORLAEQNTKG,1,0.3,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
LQ82ARQ6B5E1G7ED7GQN5ES0GO41H7SPFBO66H57OFBLMHBON31G,UL5BPMTVV4APHHFTKOPKPKR743RMJIF85FTLBSP8MQORLAEQNTKG,1,2.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
FN0PPVVMEGCAR4F1ENE3KRLQ4QHS1I6KR489R8H5O51673E6JBT0,QJJBOOND6CPJ7UE55BRPUBB6LIVUK2J6B785S780I0M1VVSG3E2G,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
FN0PPVVMEGCAR4F1ENE3KRLQ4QHS1I6KR489R8H5O51673E6JBT0,QJJBOOND6CPJ7UE55BRPUBB6LIVUK2J6B785S780I0M1VVSG3E2G,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
QGU0EB3JAAOJR8FMP559ILDDE10E13AJ1EGNFB281C28VCSLHQH0,PDVK36V5UACK962FIDMLSG4Q5QAI2A9RS4GT64NQDAQRC4MC1A6G,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
QGU0EB3JAAOJR8FMP559ILDDE10E13AJ1EGNFB281C28VCSLHQH0,PDVK36V5UACK962FIDMLSG4Q5QAI2A9RS4GT64NQDAQRC4MC1A6G,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
SRQGIMONRHBR3TCDPHRMHJ45UDLAI3L9G6LOVOSFOBJTDMUQMULG,8NKNJCV3LJ97GMGI0C9845PC4SN779LH07P2V6VCH2CNKBLHIQUG,1,19.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
SRQGIMONRHBR3TCDPHRMHJ45UDLAI3L9G6LOVOSFOBJTDMUQMULG,8NKNJCV3LJ97GMGI0C9845PC4SN779LH07P2V6VCH2CNKBLHIQUG,1,2.02,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
BRNLK8JJ46HAESNB194TCH0ML76MCU7AEM8SLB0B0BJ7JFMCFAVG,EV51V3M5G52SKBOHL9R6GQVC58ORA0QNQTPV709QCD56H0JJ17F0,1,2.52,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
BRNLK8JJ46HAESNB194TCH0ML76MCU7AEM8SLB0B0BJ7JFMCFAVG,EV51V3M5G52SKBOHL9R6GQVC58ORA0QNQTPV709QCD56H0JJ17F0,1,24.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
I9K7QMSKAKKMQTBI31NN4MIE04STPT0QFJPBG7M6CUUGSKBC89Q0,9QKAIEJJO2BJNUHVGL09SVJ3R956F4G9VGCD20SQVPBC1PSV1RNG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
I9K7QMSKAKKMQTBI31NN4MIE04STPT0QFJPBG7M6CUUGSKBC89Q0,9QKAIEJJO2BJNUHVGL09SVJ3R956F4G9VGCD20SQVPBC1PSV1RNG,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
08R9EBEHNSD3F835ENJBM97F1614CI293IP7F25DL9OO4U83G9IG,8SR4OCQ5B888R9O7A5R3N404TJJRO1PQ7JKELPBP0K1NGT9CHGI0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
08R9EBEHNSD3F835ENJBM97F1614CI293IP7F25DL9OO4U83G9IG,8SR4OCQ5B888R9O7A5R3N404TJJRO1PQ7JKELPBP0K1NGT9CHGI0,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
H2EJ0IFEHSKBECJGPSQ8TTE9P84NGA2BOO0PIID1USD66SIERUL0,RMF6083JUB28JT85SJIECEDG8PUBG25FO8L652BIEQLMA2C3TSBG,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
H2EJ0IFEHSKBECJGPSQ8TTE9P84NGA2BOO0PIID1USD66SIERUL0,RMF6083JUB28JT85SJIECEDG8PUBG25FO8L652BIEQLMA2C3TSBG,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
LOPTDO9VLEU6U09LU7B8M753A1724L2KBC0SKFKML9UTJQ57LIS0,G975SG51O2SHK6REBVS05VEO1EM0IP2AB4N585H7DMH1EQ0UF4NG,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
LOPTDO9VLEU6U09LU7B8M753A1724L2KBC0SKFKML9UTJQ57LIS0,G975SG51O2SHK6REBVS05VEO1EM0IP2AB4N585H7DMH1EQ0UF4NG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
L90RAALA7QIQK7ABQMBA0QKLU2S5VS0LE49DLKLD0QVHTHRE6L40,ECT99AIF5F0ENFHM30LLKMU89RQ6822KAO73EDLQ4QFAMOQGQHK0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
L90RAALA7QIQK7ABQMBA0QKLU2S5VS0LE49DLKLD0QVHTHRE6L40,ECT99AIF5F0ENFHM30LLKMU89RQ6822KAO73EDLQ4QFAMOQGQHK0,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
7TAETGMKFPI9FREDA6QC37OQLL9D2AU5K1MNVQFQMHRKP15KGJ3G,9VIJP98TM6Q8EVGJG2AV0I1IS5ON4OG8TUHP07KAS5TITPLCNNNG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
7TAETGMKFPI9FREDA6QC37OQLL9D2AU5K1MNVQFQMHRKP15KGJ3G,9VIJP98TM6Q8EVGJG2AV0I1IS5ON4OG8TUHP07KAS5TITPLCNNNG,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
2MK78QLPDUE51GVQJN7S8U5APJS4L03IN2VLP6F9KU5745L2SI70,82F7UGQPFJ5S5M25M1STO4AADDJI7A8U6HU4HN0J7OPRJ71UEUC0,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
2MK78QLPDUE51GVQJN7S8U5APJS4L03IN2VLP6F9KU5745L2SI70,82F7UGQPFJ5S5M25M1STO4AADDJI7A8U6HU4HN0J7OPRJ71UEUC0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
QD9ATCQGQS8KOH7KU6JBORJN296R3J0TMAVQ875PEHCTL1D9ESS0,SM8HPPGNDU7OI5QCD77KD8GUQUJT58H735JG1P1688A81QTO8BLG,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
QD9ATCQGQS8KOH7KU6JBORJN296R3J0TMAVQ875PEHCTL1D9ESS0,SM8HPPGNDU7OI5QCD77KD8GUQUJT58H735JG1P1688A81QTO8BLG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
BG69RFVK4MLHRVLVTUCJAG2M7NIHGO5DS4T1IMTR1B7CR8HSKDVG,UDVJTE1UNLA1DVQU7UR4PLEH13T44EQSSH3FCV1UQ0UQ1AM07VEG,1,7.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
BG69RFVK4MLHRVLVTUCJAG2M7NIHGO5DS4T1IMTR1B7CR8HSKDVG,UDVJTE1UNLA1DVQU7UR4PLEH13T44EQSSH3FCV1UQ0UQ1AM07VEG,1,0.81,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
49UNU7LGH8U4Q8LU9B6HI2SUHPL5P67QPEOVB76LTH6FVAV0NL50,DTTKEBK0SU1U7U2OCAHRV7025LQ2138QG9L137VBFI2KRA4KJIT0,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
49UNU7LGH8U4Q8LU9B6HI2SUHPL5P67QPEOVB76LTH6FVAV0NL50,DTTKEBK0SU1U7U2OCAHRV7025LQ2138QG9L137VBFI2KRA4KJIT0,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
U46ESO1OA1TFGAR6IRBB5H0JMGB9K9RKCROQICATJG2RSFF9AKS0,DTGD7AF1M6F3API8399LAU8SEAAO6P1UR55PQ5BAGNLFVAALR5GG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
U46ESO1OA1TFGAR6IRBB5H0JMGB9K9RKCROQICATJG2RSFF9AKS0,DTGD7AF1M6F3API8399LAU8SEAAO6P1UR55PQ5BAGNLFVAALR5GG,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
N7VRS9O819VGF4R9RPIRMFUPS530SFK9V0PHPEPEG76HVU8P76OG,V242AICTS12RBMNUU5BQLKIGINNTJO3FSJ4E8LJ5UDGGNAHTR2A0,1,2.02,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
N7VRS9O819VGF4R9RPIRMFUPS530SFK9V0PHPEPEG76HVU8P76OG,V242AICTS12RBMNUU5BQLKIGINNTJO3FSJ4E8LJ5UDGGNAHTR2A0,1,19.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
6KDQUTNJ6EOB4UG5CDIQ89EVMFM7QO6SL3UFGHNKBTFBPM8C12EG,P4PUHMLG233M69RJD1AUEELQ77I48O4E49PD22PQ1RAFNUKRBMCG,1,12.02,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
6KDQUTNJ6EOB4UG5CDIQ89EVMFM7QO6SL3UFGHNKBTFBPM8C12EG,P4PUHMLG233M69RJD1AUEELQ77I48O4E49PD22PQ1RAFNUKRBMCG,1,119.0,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
E6I8GA1P5J9QE269T5Q5NU9L3MJLKPU71ISC0A4A1JHTPKSH4NS0,VE41E3R8GF9FN9VP38419H5T3H6SLQME58411LGNK7MSCV9S0RMG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
E6I8GA1P5J9QE269T5Q5NU9L3MJLKPU71ISC0A4A1JHTPKSH4NS0,VE41E3R8GF9FN9VP38419H5T3H6SLQME58411LGNK7MSCV9S0RMG,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
EG42DQTCB09OMJ1HJ899SSNVGJLO97SOP5FDARBL5RKHC7CMTN6G,TELA9US4IL7EN24VQVHTR994QQ7E3HSCPVD8QAJ4V9LLUVVM3IAG,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
EG42DQTCB09OMJ1HJ899SSNVGJLO97SOP5FDARBL5RKHC7CMTN6G,TELA9US4IL7EN24VQVHTR994QQ7E3HSCPVD8QAJ4V9LLUVVM3IAG,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
6OEF0K4HT9VK0N7CQPONMBBAMLEQRJDN0M3S74FU1L2AGD48OJV0,9IG9466EB73660ULE7C4SCOB5SB48F33A3KUJMLSON0GLSNMOLRG,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
6OEF0K4HT9VK0N7CQPONMBBAMLEQRJDN0M3S74FU1L2AGD48OJV0,9IG9466EB73660ULE7C4SCOB5SB48F33A3KUJMLSON0GLSNMOLRG,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
C51C6S8FST5FJJ0O6MV3HB07M5K3O27H5C4V8CNQGNPS019I3PAG,LCMDJLK854BD8NVUM0RVV5CGEAHLQ9EB59765N106SQBLT81IOIG,1,7.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
C51C6S8FST5FJJ0O6MV3HB07M5K3O27H5C4V8CNQGNPS019I3PAG,LCMDJLK854BD8NVUM0RVV5CGEAHLQ9EB59765N106SQBLT81IOIG,1,0.81,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
MNRHAAAECSMGI9QT0ATN2NNU0MPVS1D1E7OTGCJQ5R9OIK3E86IG,7F0J2KGI33DDPDFP29PJS5S1A7J1A37R696M0GOR1GQH3L6BM1NG,1,9.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
MNRHAAAECSMGI9QT0ATN2NNU0MPVS1D1E7OTGCJQ5R9OIK3E86IG,7F0J2KGI33DDPDFP29PJS5S1A7J1A37R696M0GOR1GQH3L6BM1NG,1,1.01,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
GFALSI8MJEMLLJ0KVJT8M9S2N73NGMPVA7I1RT25IAF5AEJ9AQ7G,PA88JDHGCDSCIDREQ573RJJ1EVIDIBF006IHPNMOOK961EMURVV0,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
GFALSI8MJEMLLJ0KVJT8M9S2N73NGMPVA7I1RT25IAF5AEJ9AQ7G,PA88JDHGCDSCIDREQ573RJJ1EVIDIBF006IHPNMOOK961EMURVV0,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
F2NECSU99FSIMKOCD40DR1Q7KFQL2B7RND25F2FVN1I54DCDOAPG,JRDT0C6SN0FJR8BSCI82V6SPMJDA4UBO93DM0HLHCJR0FIUJ5COG,1,0.0,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
F2NECSU99FSIMKOCD40DR1Q7KFQL2B7RND25F2FVN1I54DCDOAPG,JRDT0C6SN0FJR8BSCI82V6SPMJDA4UBO93DM0HLHCJR0FIUJ5COG,1,59.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
3KOF9ESOC1L1F2FNE29D5G44VBQ1IAISBSKRO34BJ4UH10QLFJAG,UP1E2QL4RDQK3LL5L4KQA6O9ODNA56JN6EK7G8UCQ1OVP90CKPGG,1,8.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
3KOF9ESOC1L1F2FNE29D5G44VBQ1IAISBSKRO34BJ4UH10QLFJAG,UP1E2QL4RDQK3LL5L4KQA6O9ODNA56JN6EK7G8UCQ1OVP90CKPGG,1,0.91,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
T0G99LO7NLPSBHM50JB7HHOJD4AN6N4QG407AFVABAMO4MTJQLF0,DQT0UG91TJ36C0EA8PGBQB8RH5FRSSGVI5GMP1CIKMTM88OQC18G,1,1.51,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
T0G99LO7NLPSBHM50JB7HHOJD4AN6N4QG407AFVABAMO4MTJQLF0,DQT0UG91TJ36C0EA8PGBQB8RH5FRSSGVI5GMP1CIKMTM88OQC18G,1,14.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
DEC7F8AOORH9EP6H93SBR2B8U31OGG21E3UGQ1T5SI260O7OR0B0,QIFAG2DCNEHID48QL6HV1KVGLJKBS8GQGBC8TRCG9EPFLE537F50,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
DEC7F8AOORH9EP6H93SBR2B8U31OGG21E3UGQ1T5SI260O7OR0B0,QIFAG2DCNEHID48QL6HV1KVGLJKBS8GQGBC8TRCG9EPFLE537F50,1,0.4,USD,Not Applicable,Not Applicable,Not Applicable,Tax,Not Applicable
EGAG8T6IV7JAF7GIICSKN4102U3CDI0VCL9MBQPFGHVOSC9ODNH0,GKA0MTAPDI7H0FAVGBJ7B1ELJODQ818SSOV5MSM1BD8FROGORCU0,1,3.99,USD,Not Applicable,Not Applicable,Not Applicable,Price Amount,Not Applicable
